'Elapsed time','ECG','ECG'
17.152,-0.233,-0.003
17.156,-0.235,-0.025
17.16,-0.242,-0.01
17.164,-0.258,-0.013
17.168,-0.28,0
17.172,-0.275,0.015
17.176,-0.278,0.007
17.18,-0.253,0.007
17.184,-0.237,0
17.188,-0.233,-0.018
17.192,-0.253,-0.01
17.196,-0.285,0
17.2,-0.295,0.003
17.204,-0.295,0.025
17.208,-0.292,0.03
17.212,-0.275,0.015
17.216,-0.253,0.013
17.22,-0.24,0
17.224,-0.273,-0.005
17.228,-0.258,-0.013
17.232,-0.278,-0.005
17.236,-0.26,0.015
17.24,-0.253,0.018
17.244,-0.24,0.01
17.248,-0.223,0.01
17.252,-0.23,0
17.256,-0.255,-0.01
17.26,-0.258,0
17.264,-0.263,0
17.268,-0.242,0.003
17.272,-0.228,0.013
17.276,-0.212,0.022
17.28,-0.215,0.025
17.284,-0.233,0.005
17.288,-0.24,0.005
17.292,-0.255,0
17.296,-0.275,-0.007
17.3,-0.263,0
17.304,-0.26,0.02
17.308,-0.247,0.018
17.312,-0.27,0.022
17.316,-0.285,0.018
17.32,-0.287,0.01
17.324,-0.297,-0.003
17.328,-0.292,0
17.332,-0.27,0.003
17.336,-0.258,0.018
17.34,-0.245,0.022
17.344,-0.237,0.025
17.348,-0.242,0.013
17.352,-0.25,0.013
17.356,-0.258,0.013
17.36,-0.26,0.005
17.364,-0.273,0.018
17.368,-0.273,0.01
17.372,-0.255,0.028
17.376,-0.237,0.018
17.38,-0.23,0.018
17.384,-0.212,0.018
17.388,-0.217,0.01
17.392,-0.19,0.015
17.396,-0.198,0.003
17.4,-0.235,0.005
17.404,-0.268,0.018
17.408,-0.282,0.02
17.412,-0.275,0.025
17.416,-0.247,0.018
17.42,-0.23,0
17.424,-0.235,0.003
17.428,-0.253,0
17.432,-0.255,0.003
17.436,-0.263,0.022
17.44,-0.255,0.035
17.444,-0.245,0.035
17.448,-0.23,0.028
17.452,-0.225,0.005
17.456,-0.233,0
17.46,-0.235,0.007
17.464,-0.23,0.013
17.468,-0.228,0.015
17.472,-0.217,0.018
17.476,-0.215,0.03
17.48,-0.215,0.033
17.484,-0.21,0.025
17.488,-0.21,0.013
17.492,-0.228,0.007
17.496,-0.225,0.003
17.5,-0.215,0.007
17.504,-0.2,0.02
17.508,-0.188,0.028
17.512,-0.19,0.035
17.516,-0.2,0.03
17.52,-0.23,0.015
17.524,-0.245,0.003
17.528,-0.24,-0.005
17.532,-0.215,0.005
17.536,-0.2,0.02
17.54,-0.193,0.018
17.544,-0.19,0.033
17.548,-0.193,0.018
17.552,-0.203,0.01
17.556,-0.212,0.003
17.56,-0.207,0.015
17.564,-0.212,0.005
17.568,-0.215,0.033
17.572,-0.215,0.035
17.576,-0.21,0.028
17.58,-0.193,0.03
17.584,-0.19,0.013
17.588,-0.193,0.01
17.592,-0.217,0.018
17.596,-0.217,0.075
17.6,-0.207,0.155
17.604,-0.147,0.275
17.608,-0.075,0.422
17.612,0.025,0.56
17.616,0.115,0.68
17.62,0.158,0.718
17.624,0.16,0.698
17.628,0.105,0.645
17.632,0.005,0.618
17.636,-0.122,0.62
17.64,-0.245,0.6
17.644,-0.307,0.608
17.648,-0.388,0.595
17.652,-0.438,0.575
17.656,-0.487,0.537
17.66,-0.547,0.497
17.664,-0.588,0.46
17.668,-0.613,0.43
17.672,-0.59,0.385
17.676,-0.537,0.307
17.68,-0.472,0.23
17.684,-0.412,0.16
17.688,-0.398,0.095
17.692,-0.383,0.077
17.696,-0.395,0.055
17.7,-0.385,0.033
17.704,-0.36,0.007
17.708,-0.307,-0.013
17.712,-0.265,-0.035
17.716,-0.245,-0.055
17.72,-0.23,-0.075
17.724,-0.253,-0.08
17.728,-0.247,-0.087
17.732,-0.265,-0.08
17.736,-0.26,-0.08
17.74,-0.223,-0.075
17.744,-0.212,-0.085
17.748,-0.2,-0.087
17.752,-0.21,-0.105
17.756,-0.228,-0.11
17.76,-0.215,-0.105
17.764,-0.2,-0.105
17.768,-0.19,-0.105
17.772,-0.195,-0.102
17.776,-0.18,-0.113
17.78,-0.177,-0.102
17.784,-0.19,-0.13
17.788,-0.212,-0.133
17.792,-0.223,-0.155
17.796,-0.233,-0.145
17.8,-0.235,-0.135
17.804,-0.215,-0.122
17.808,-0.195,-0.135
17.812,-0.19,-0.133
17.816,-0.185,-0.158
17.82,-0.203,-0.158
17.824,-0.205,-0.182
17.828,-0.223,-0.188
17.832,-0.217,-0.193
17.836,-0.215,-0.185
17.84,-0.2,-0.182
17.844,-0.19,-0.185
17.848,-0.177,-0.205
17.852,-0.188,-0.223
17.856,-0.2,-0.22
17.86,-0.223,-0.242
17.864,-0.225,-0.245
17.868,-0.22,-0.247
17.872,-0.21,-0.235
17.876,-0.195,-0.225
17.88,-0.177,-0.23
17.884,-0.17,-0.26
17.888,-0.17,-0.28
17.892,-0.16,-0.302
17.896,-0.147,-0.312
17.9,-0.117,-0.302
17.904,-0.115,-0.297
17.908,-0.08,-0.285
17.912,-0.06,-0.287
17.916,-0.068,-0.302
17.92,-0.058,-0.328
17.924,-0.06,-0.323
17.928,-0.068,-0.323
17.932,-0.058,-0.32
17.936,-0.04,-0.31
17.94,-0.005,-0.302
17.944,0.005,-0.297
17.948,0.028,-0.302
17.952,0.045,-0.297
17.956,0.037,-0.297
17.96,0.05,-0.295
17.964,0.068,-0.282
17.968,0.077,-0.282
17.972,0.095,-0.247
17.976,0.098,-0.237
17.98,0.113,-0.237
17.984,0.105,-0.217
17.988,0.11,-0.24
17.992,0.087,-0.215
17.996,0.09,-0.2
18,0.085,-0.188
18.004,0.092,-0.163
18.008,0.1,-0.145
18.012,0.09,-0.142
18.016,0.09,-0.147
18.02,0.055,-0.142
18.024,0.04,-0.138
18.028,0.03,-0.133
18.032,0.018,-0.11
18.036,0.013,-0.105
18.04,0,-0.107
18.044,-0.007,-0.087
18.048,-0.022,-0.085
18.052,-0.052,-0.092
18.056,-0.077,-0.098
18.06,-0.083,-0.083
18.064,-0.09,-0.077
18.068,-0.083,-0.075
18.072,-0.098,-0.058
18.076,-0.087,-0.035
18.08,-0.083,-0.055
18.084,-0.102,-0.058
18.088,-0.13,-0.048
18.092,-0.175,-0.06
18.096,-0.2,-0.05
18.1,-0.203,-0.048
18.104,-0.18,-0.025
18.108,-0.158,-0.01
18.112,-0.16,-0.02
18.116,-0.175,-0.022
18.12,-0.21,-0.025
18.124,-0.237,-0.037
18.128,-0.235,-0.025
18.132,-0.2,-0.015
18.136,-0.19,-0.015
18.14,-0.18,-0.013
18.144,-0.17,-0.007
18.148,-0.177,-0.005
18.152,-0.19,-0.02
18.156,-0.198,-0.013
18.16,-0.212,-0.025
18.164,-0.198,-0.018
18.168,-0.193,0.003
18.172,-0.17,0.013
18.176,-0.135,0.022
18.18,-0.128,0.022
18.184,-0.133,0.01
18.188,-0.172,0.007
18.192,-0.207,0.005
18.196,-0.207,0
18.2,-0.212,0.005
18.204,-0.193,0.035
18.208,-0.19,0.043
18.212,-0.185,0.058
18.216,-0.175,0.037
18.22,-0.16,0.025
18.224,-0.172,0.018
18.228,-0.163,0.03
18.232,-0.16,0.043
18.236,-0.168,0.043
18.24,-0.16,0.06
18.244,-0.145,0.048
18.248,-0.128,0.055
18.252,-0.122,0.045
18.256,-0.128,0.033
18.26,-0.133,0.04
18.264,-0.138,0.028
18.268,-0.138,0.04
18.272,-0.113,0.045
18.276,-0.107,0.052
18.28,-0.107,0.05
18.284,-0.125,0.043
18.288,-0.142,0.033
18.292,-0.155,0.03
18.296,-0.158,0.03
18.3,-0.163,0.022
18.304,-0.158,0.037
18.308,-0.155,0.037
18.312,-0.133,0.045
18.316,-0.145,0.05
18.32,-0.135,0.048
18.324,-0.145,0.035
18.328,-0.172,0.037
18.332,-0.172,0.058
18.336,-0.15,0.055
18.34,-0.138,0.068
18.344,-0.11,0.058
18.348,-0.095,0.052
18.352,-0.105,0.052
18.356,-0.14,0.043
18.36,-0.172,0.045
18.364,-0.182,0.052
18.368,-0.155,0.065
18.372,-0.135,0.083
18.376,-0.122,0.08
18.38,-0.12,0.08
18.384,-0.135,0.068
18.388,-0.172,0.065
18.392,-0.172,0.055
18.396,-0.177,0.052
18.4,-0.17,0.055
18.404,-0.142,0.058
18.408,-0.133,0.043
18.412,-0.133,0.055
18.416,-0.11,0.055
18.42,-0.1,0.033
18.424,-0.107,0.03
18.428,-0.122,0.03
18.432,-0.13,0.033
18.436,-0.14,0.058
18.44,-0.142,0.055
18.444,-0.133,0.077
18.448,-0.107,0.077
18.452,-0.083,0.055
18.456,-0.08,0.033
18.46,-0.092,0.037
18.464,-0.107,0.037
18.468,-0.122,0.052
18.472,-0.107,0.062
18.476,-0.07,0.062
18.48,-0.07,0.058
18.484,-0.107,0.048
18.488,-0.158,0.037
18.492,-0.198,0.043
18.496,-0.215,0.03
18.5,-0.19,0.037
18.504,-0.172,0.04
18.508,-0.135,0.052
18.512,-0.115,0.052
18.516,-0.128,0.05
18.52,-0.135,0.03
18.524,-0.163,0.028
18.528,-0.165,0.033
18.532,-0.168,0.037
18.536,-0.19,0.045
18.54,-0.177,0.055
18.544,-0.18,0.065
18.548,-0.16,0.048
18.552,-0.138,0.055
18.556,-0.138,0.043
18.56,-0.152,0.035
18.564,-0.172,0.043
18.568,-0.188,0.055
18.572,-0.188,0.06
18.576,-0.165,0.068
18.58,-0.163,0.062
18.584,-0.172,0.06
18.588,-0.195,0.068
18.592,-0.2,0.055
18.596,-0.217,0.062
18.6,-0.217,0.055
18.604,-0.205,0.083
18.608,-0.172,0.077
18.612,-0.145,0.068
18.616,-0.138,0.077
18.62,-0.155,0.06
18.624,-0.2,0.055
18.628,-0.233,0.06
18.632,-0.247,0.075
18.636,-0.265,0.085
18.64,-0.242,0.098
18.644,-0.235,0.105
18.648,-0.217,0.083
18.652,-0.212,0.065
18.656,-0.217,0.062
18.66,-0.225,0.058
18.664,-0.23,0.07
18.668,-0.24,0.075
18.672,-0.235,0.095
18.676,-0.24,0.098
18.68,-0.223,0.098
18.684,-0.237,0.095
18.688,-0.237,0.058
18.692,-0.24,0.055
18.696,-0.235,0.065
18.7,-0.225,0.077
18.704,-0.217,0.09
18.708,-0.2,0.085
18.712,-0.2,0.075
18.716,-0.207,0.077
18.72,-0.21,0.062
18.724,-0.225,0.065
18.728,-0.245,0.083
18.732,-0.263,0.072
18.736,-0.27,0.083
18.74,-0.265,0.098
18.744,-0.263,0.102
18.748,-0.263,0.098
18.752,-0.28,0.085
18.756,-0.282,0.068
18.76,-0.305,0.08
18.764,-0.302,0.075
18.768,-0.292,0.102
18.772,-0.26,0.1
18.776,-0.242,0.105
18.78,-0.235,0.087
18.784,-0.27,0.085
18.788,-0.3,0.077
18.792,-0.32,0.08
18.796,-0.33,0.083
18.8,-0.328,0.077
18.804,-0.315,0.1
18.808,-0.3,0.09
18.812,-0.305,0.1
18.816,-0.287,0.083
18.82,-0.287,0.09
18.824,-0.287,0.087
18.828,-0.292,0.083
18.832,-0.282,0.092
18.836,-0.295,0.107
18.84,-0.28,0.107
18.844,-0.285,0.098
18.848,-0.285,0.092
18.852,-0.292,0.085
18.856,-0.295,0.077
18.86,-0.302,0.085
18.864,-0.312,0.085
18.868,-0.29,0.102
18.872,-0.27,0.113
18.876,-0.237,0.11
18.88,-0.233,0.113
18.884,-0.245,0.107
18.888,-0.263,0.1
18.892,-0.282,0.092
18.896,-0.302,0.083
18.9,-0.297,0.098
18.904,-0.275,0.105
18.908,-0.28,0.128
18.912,-0.27,0.122
18.916,-0.273,0.105
18.92,-0.282,0.085
18.924,-0.305,0.07
18.928,-0.305,0.087
18.932,-0.312,0.1
18.936,-0.307,0.125
18.94,-0.305,0.133
18.944,-0.295,0.128
18.948,-0.29,0.115
18.952,-0.292,0.113
18.956,-0.315,0.105
18.96,-0.338,0.113
18.964,-0.375,0.115
18.968,-0.38,0.117
18.972,-0.357,0.128
18.976,-0.328,0.122
18.98,-0.29,0.122
18.984,-0.278,0.12
18.988,-0.273,0.115
18.992,-0.275,0.105
18.996,-0.282,0.1
19,-0.29,0.117
19.004,-0.285,0.122
19.008,-0.305,0.135
19.012,-0.302,0.138
19.016,-0.295,0.125
19.02,-0.312,0.115
19.024,-0.315,0.098
19.028,-0.32,0.098
19.032,-0.307,0.11
19.036,-0.318,0.11
19.04,-0.31,0.128
19.044,-0.32,0.133
19.048,-0.318,0.14
19.052,-0.328,0.128
19.056,-0.312,0.12
19.06,-0.32,0.1
19.064,-0.302,0.122
19.068,-0.31,0.125
19.072,-0.32,0.155
19.076,-0.31,0.135
19.08,-0.297,0.145
19.084,-0.29,0.13
19.088,-0.297,0.117
19.092,-0.312,0.122
19.096,-0.32,0.12
19.1,-0.33,0.122
19.104,-0.328,0.14
19.108,-0.312,0.138
19.112,-0.297,0.147
19.116,-0.29,0.135
19.12,-0.282,0.128
19.124,-0.275,0.113
19.128,-0.28,0.105
19.132,-0.285,0.117
19.136,-0.3,0.135
19.14,-0.305,0.158
19.144,-0.315,0.155
19.148,-0.292,0.16
19.152,-0.25,0.172
19.156,-0.195,0.228
19.16,-0.172,0.335
19.164,-0.155,0.468
19.168,-0.128,0.615
19.172,-0.072,0.718
19.176,-0.043,0.75
19.18,0.013,0.748
19.184,0.03,0.698
19.188,0.04,0.642
19.192,0.025,0.615
19.196,-0.015,0.6
19.2,-0.075,0.588
19.204,-0.158,0.588
19.208,-0.237,0.578
19.212,-0.29,0.557
19.216,-0.33,0.525
19.22,-0.343,0.495
19.224,-0.345,0.465
19.228,-0.36,0.415
19.232,-0.375,0.372
19.236,-0.38,0.318
19.24,-0.39,0.29
19.244,-0.383,0.247
19.248,-0.372,0.207
19.252,-0.352,0.17
19.256,-0.35,0.145
19.26,-0.36,0.125
19.264,-0.378,0.11
19.268,-0.398,0.098
19.272,-0.417,0.1
19.276,-0.41,0.085
19.28,-0.393,0.055
19.284,-0.357,0.052
19.288,-0.3,0.05
19.292,-0.285,0.035
19.296,-0.268,0.05
19.3,-0.282,0.04
19.304,-0.312,0.052
19.308,-0.347,0.052
19.312,-0.372,0.058
19.316,-0.385,0.052
19.32,-0.372,0.043
19.324,-0.347,0.025
19.328,-0.27,0.02
19.332,-0.207,0.03
19.336,-0.18,0.033
19.34,-0.188,0.033
19.344,-0.23,0.035
19.348,-0.273,0.022
19.352,-0.338,0.018
19.356,-0.398,0.013
19.36,-0.393,0.01
19.364,-0.347,0.01
19.368,-0.27,0.01
19.372,-0.21,0.013
19.376,-0.205,0.015
19.38,-0.223,0.005
19.384,-0.235,0
19.388,-0.24,-0.033
19.392,-0.268,-0.045
19.396,-0.278,-0.033
19.4,-0.285,-0.033
19.404,-0.282,-0.025
19.408,-0.287,-0.022
19.412,-0.287,-0.043
19.416,-0.28,-0.072
19.42,-0.245,-0.085
19.424,-0.242,-0.092
19.428,-0.212,-0.105
19.432,-0.203,-0.107
19.436,-0.16,-0.1
19.44,-0.133,-0.102
19.444,-0.128,-0.102
19.448,-0.155,-0.133
19.452,-0.182,-0.133
19.456,-0.175,-0.16
19.46,-0.177,-0.175
19.464,-0.152,-0.172
19.468,-0.152,-0.165
19.472,-0.16,-0.158
19.476,-0.175,-0.152
19.48,-0.19,-0.152
19.484,-0.2,-0.165
19.488,-0.182,-0.195
19.492,-0.128,-0.207
19.496,-0.08,-0.205
19.5,-0.02,-0.205
19.504,0.035,-0.193
19.508,0.07,-0.182
19.512,0.092,-0.2
19.516,0.06,-0.225
19.52,0.003,-0.235
19.524,-0.035,-0.223
19.528,-0.02,-0.19
19.532,0.028,-0.165
19.536,0.013,-0.128
19.54,-0.028,-0.115
19.544,-0.06,-0.135
19.548,-0.03,-0.145
19.552,0.055,-0.16
19.556,0.13,-0.145
19.56,0.155,-0.107
19.564,0.105,-0.08
19.568,0.037,-0.062
19.572,0.02,-0.043
19.576,0.08,-0.035
19.58,0.16,-0.04
19.584,0.19,-0.052
19.588,0.147,-0.045
19.592,0.08,-0.06
19.596,0.03,-0.035
19.6,0.05,-0.02
19.604,0.105,0.003
19.608,0.117,0.018
19.612,0.09,0.013
19.616,0.018,0.025
19.62,-0.04,0.015
19.624,-0.065,0.013
19.628,-0.033,0.015
19.632,0.01,0.03
19.636,0.007,0.037
19.64,-0.02,0.045
19.644,-0.037,0.025
19.648,-0.033,0.04
19.652,-0.01,0.018
19.656,0.033,0
19.66,0.065,0
19.664,0.072,-0.003
19.668,-0.003,0.005
19.672,-0.098,0
19.676,-0.193,0.01
19.68,-0.207,0.025
19.684,-0.135,0.03
19.688,-0.03,0.028
19.692,0.033,0.02
19.696,0.003,0.005
19.7,-0.11,0.018
19.704,-0.2,0.043
19.708,-0.225,0.07
19.712,-0.188,0.095
19.716,-0.14,0.08
19.72,-0.092,0.052
19.724,-0.035,0.018
19.728,0.065,-0.007
19.732,0.138,0.003
19.736,0.145,0.033
19.74,0.045,0.07
19.744,-0.1,0.087
19.748,-0.165,0.055
19.752,-0.107,0.033
19.756,0.018,-0.005
19.76,0.1,-0.015
19.764,0.03,0
19.768,-0.102,0.037
19.772,-0.198,0.062
19.776,-0.185,0.068
19.78,-0.092,0.04
19.784,0.018,0.003
19.788,0.107,-0.01
19.792,0.177,-0.005
19.796,0.168,0.025
19.8,0.05,0.048
19.804,-0.1,0.058
19.808,-0.19,0.045
19.812,-0.147,0.033
19.816,-0.062,0
19.82,0.025,-0.018
19.824,0.018,-0.033
19.828,-0.04,-0.007
19.832,-0.11,0.022
19.836,-0.12,0.043
19.84,-0.072,0.033
19.844,-0.03,-0.035
19.848,0.003,-0.077
19.852,0.005,-0.128
19.856,0,-0.095
19.86,-0.03,-0.007
19.864,-0.06,0.077
19.868,-0.09,0.11
19.872,-0.095,0.085
19.876,-0.092,0.045
19.88,-0.065,0.003
19.884,-0.025,-0.01
19.888,0.018,-0.022
19.892,0.035,-0.025
19.896,0.018,-0.022
19.9,-0.02,-0.025
19.904,-0.058,-0.025
19.908,-0.072,-0.013
19.912,-0.052,-0.01
19.916,-0.062,-0.02
19.92,-0.075,-0.028
19.924,-0.08,-0.037
19.928,-0.04,-0.035
19.932,-0.005,-0.04
19.936,-0.007,-0.03
19.94,-0.015,-0.015
19.944,-0.035,-0.013
19.948,-0.045,-0.02
19.952,-0.11,-0.035
19.956,-0.17,-0.045
19.96,-0.203,-0.055
19.964,-0.185,-0.045
19.968,-0.163,-0.045
19.972,-0.117,-0.045
19.976,-0.058,-0.068
19.98,-0.052,-0.083
19.984,-0.07,-0.105
19.988,-0.115,-0.117
19.992,-0.107,-0.115
19.996,-0.07,-0.06
20,-0.065,-0.018
20.004,-0.122,0.01
20.008,-0.19,0.022
20.012,-0.198,0.007
20.016,-0.168,-0.025
20.02,-0.12,-0.052
20.024,-0.11,-0.077
20.028,-0.12,-0.068
20.032,-0.145,-0.062
20.036,-0.145,-0.05
20.04,-0.12,-0.048
20.044,-0.07,-0.045
20.048,-0.04,-0.045
20.052,-0.043,-0.065
20.056,-0.085,-0.072
20.06,-0.12,-0.08
20.064,-0.147,-0.068
20.068,-0.172,-0.062
20.072,-0.17,-0.052
20.076,-0.152,-0.065
20.08,-0.122,-0.065
20.084,-0.107,-0.075
20.088,-0.142,-0.085
20.092,-0.188,-0.08
20.096,-0.215,-0.087
20.1,-0.2,-0.065
20.104,-0.16,-0.058
20.108,-0.13,-0.062
20.112,-0.1,-0.068
20.116,-0.095,-0.075
20.12,-0.113,-0.08
20.124,-0.152,-0.09
20.128,-0.177,-0.077
20.132,-0.21,-0.08
20.136,-0.223,-0.08
20.14,-0.23,-0.08
20.144,-0.23,-0.105
20.148,-0.233,-0.102
20.152,-0.23,-0.095
20.156,-0.19,-0.065
20.16,-0.177,-0.052
20.164,-0.175,-0.045
20.168,-0.21,-0.033
20.172,-0.203,-0.045
20.176,-0.16,-0.052
20.18,-0.13,-0.045
20.184,-0.125,-0.072
20.188,-0.182,-0.085
20.192,-0.24,-0.087
20.196,-0.273,-0.083
20.2,-0.255,-0.077
20.204,-0.188,-0.07
20.208,-0.128,-0.085
20.212,-0.102,-0.08
20.216,-0.128,-0.083
20.22,-0.195,-0.08
20.224,-0.233,-0.083
20.228,-0.247,-0.077
20.232,-0.233,-0.075
20.236,-0.223,-0.068
20.24,-0.22,-0.058
20.244,-0.2,-0.05
20.248,-0.175,-0.07
20.252,-0.138,-0.075
20.256,-0.128,-0.08
20.26,-0.168,-0.095
20.264,-0.228,-0.077
20.268,-0.3,-0.06
20.272,-0.33,-0.048
20.276,-0.307,-0.045
20.28,-0.27,-0.055
20.284,-0.2,-0.072
20.288,-0.18,-0.092
20.292,-0.172,-0.11
20.296,-0.2,-0.12
20.3,-0.233,-0.113
20.304,-0.268,-0.083
20.308,-0.278,-0.058
20.312,-0.258,-0.033
20.316,-0.228,-0.043
20.32,-0.198,-0.065
20.324,-0.18,-0.048
20.328,-0.18,-0.048
20.332,-0.182,-0.065
20.336,-0.18,-0.048
20.34,-0.19,-0.06
20.344,-0.228,-0.06
20.348,-0.25,-0.06
20.352,-0.265,-0.075
20.356,-0.255,-0.075
20.36,-0.25,-0.072
20.364,-0.247,-0.07
20.368,-0.245,-0.068
20.372,-0.247,-0.062
20.376,-0.233,-0.05
20.38,-0.21,-0.058
20.384,-0.19,-0.062
20.388,-0.138,-0.07
20.392,-0.113,-0.08
20.396,-0.125,-0.087
20.4,-0.19,-0.08
20.404,-0.265,-0.055
20.408,-0.32,-0.055
20.412,-0.328,-0.055
20.416,-0.292,-0.065
20.42,-0.23,-0.08
20.424,-0.2,-0.08
20.428,-0.203,-0.092
20.432,-0.215,-0.095
20.436,-0.225,-0.09
20.44,-0.212,-0.08
20.444,-0.188,-0.068
20.448,-0.17,-0.052
20.452,-0.2,-0.04
20.456,-0.237,-0.04
20.46,-0.275,-0.05
20.464,-0.28,-0.055
20.468,-0.28,-0.06
20.472,-0.278,-0.04
20.476,-0.255,-0.05
